-3.995000 0.659101
-3.990000 0.659072
-3.985000 0.658233
-3.980000 0.658068
-3.975000 0.657838
-3.970000 0.657934
-3.965000 0.655214
-3.960000 0.656218
-3.955000 0.656214
-3.950000 0.655513
-3.945000 0.654663
-3.940000 0.653092
-3.935000 0.652215
-3.930000 0.653486
-3.925000 0.650294
-3.920000 0.649849
-3.915000 0.647592
-3.910000 0.649695
-3.905000 0.647327
-3.900000 0.643497
-3.895000 0.640731
-3.890000 0.643437
-3.885000 0.643367
-3.880000 0.641466
-3.875000 0.641012
-3.870000 0.638967
-3.865000 0.634402
-3.860000 0.628027
-3.855000 0.623149
-3.850000 0.628091
-3.845000 0.617833
-3.840000 0.618167
-3.835000 0.617830
-3.830000 0.618295
-3.825000 0.606178
-3.820000 0.600101
-3.815000 0.603820
-3.810000 0.588668
-3.805000 0.591290
-3.800000 0.580893
-3.795000 0.577698
-3.790000 0.576083
-3.785000 0.573253
-3.780000 0.567334
-3.775000 0.550781
-3.770000 0.546314
-3.765000 0.552275
-3.760000 0.532938
-3.755000 0.515109
-3.750000 0.527967
-3.745000 0.513693
-3.740000 0.499880
-3.735000 0.504042
-3.730000 0.467246
-3.725000 0.470031
-3.720000 0.478164
-3.715000 0.456365
-3.710000 0.443504
-3.705000 0.439128
-3.700000 0.437686
-3.695000 0.424876
-3.690000 0.406705
-3.685000 0.405121
-3.680000 0.380717
-3.675000 0.385469
-3.670000 0.374370
-3.665000 0.366478
-3.660000 0.347115
-3.655000 0.344086
-3.650000 0.339661
-3.645000 0.330835
-3.640000 0.311571
-3.635000 0.314461
-3.630000 0.302979
-3.625000 0.269378
-3.620000 0.296415
-3.615000 0.280061
-3.610000 0.257600
-3.605000 0.232593
-3.600000 0.263276
-3.595000 0.253856
-3.590000 0.239417
-3.585000 0.220968
-3.580000 0.211271
-3.575000 0.209986
-3.570000 0.207124
-3.565000 0.213785
-3.560000 0.196126
-3.555000 0.204851
-3.550000 0.172193
-3.545000 0.173913
-3.540000 0.159586
-3.535000 0.198800
-3.530000 0.167159
-3.525000 0.148060
-3.520000 0.177913
-3.515000 0.157498
-3.510000 0.143732
-3.505000 0.160039
-3.500000 0.153832
-3.495000 0.122395
-3.490000 0.157371
-3.485000 0.113047
-3.480000 0.131865
-3.475000 0.125310
-3.470000 0.138175
-3.465000 0.128564
-3.460000 0.137035
-3.455000 0.128032
-3.450000 0.131923
-3.445000 0.110740
-3.440000 0.080803
-3.435000 0.095358
-3.430000 0.108844
-3.425000 0.108725
-3.420000 0.079731
-3.415000 0.096216
-3.410000 0.093474
-3.405000 0.092179
-3.400000 0.099740
-3.395000 0.081004
-3.390000 0.084144
-3.385000 0.082799
-3.380000 0.093673
-3.375000 0.081301
-3.370000 0.068811
-3.365000 0.085346
-3.360000 0.049910
-3.355000 0.067240
-3.350000 0.075588
-3.345000 0.081563
-3.340000 0.068561
-3.335000 0.066932
-3.330000 0.054200
-3.325000 0.081498
-3.320000 0.050926
-3.315000 0.053134
-3.310000 0.069130
-3.305000 0.071851
-3.300000 0.058778
-3.295000 0.055361
-3.290000 0.039526
-3.285000 0.051315
-3.280000 0.057310
-3.275000 0.051686
-3.270000 0.068677
-3.265000 0.041317
-3.260000 0.055383
-3.255000 0.042569
-3.250000 0.024197
-3.245000 0.044379
-3.240000 0.018842
-3.235000 0.039779
-3.230000 0.042440
-3.225000 0.045413
-3.220000 0.062974
-3.215000 0.040326
-3.210000 0.041362
-3.205000 0.058172
-3.200000 0.037590
-3.195000 0.046742
-3.190000 0.046067
-3.185000 0.029490
-3.180000 0.011433
-3.175000 0.024264
-3.170000 0.042140
-3.165000 0.048578
-3.160000 0.019932
-3.155000 0.037392
-3.150000 0.026375
-3.145000 0.031437
-3.140000 0.018933
-3.135000 0.041628
-3.130000 0.016822
-3.125000 0.025371
-3.120000 0.025504
-3.115000 0.031212
-3.110000 0.025411
-3.105000 0.029857
-3.100000 0.019685
-3.095000 0.028976
-3.090000 0.024807
-3.085000 0.026196
-3.080000 0.026011
-3.075000 0.032503
-3.070000 0.041911
-3.065000 0.016015
-3.060000 0.029422
-3.055000 0.025279
-3.050000 0.042359
-3.045000 0.020064
-3.040000 0.014220
-3.035000 0.031356
-3.030000 0.018656
-3.025000 0.019014
-3.020000 0.016793
-3.015000 0.033749
-3.010000 0.032924
-3.005000 0.029753
-3.000000 0.021310
