-4.500000 0.665790
-4.495000 0.665784
-4.490000 0.665785
-4.485000 0.665764
-4.480000 0.665765
-4.475000 0.665753
-4.470000 0.665720
-4.465000 0.665723
-4.460000 0.665708
-4.455000 0.665693
-4.450000 0.665695
-4.445000 0.665689
-4.440000 0.665674
-4.435000 0.665663
-4.430000 0.665622
-4.425000 0.665661
-4.420000 0.665616
-4.415000 0.665613
-4.410000 0.665603
-4.405000 0.665591
-4.400000 0.665571
-4.395000 0.665535
-4.390000 0.665531
-4.385000 0.665527
-4.380000 0.665514
-4.375000 0.665494
-4.370000 0.665469
-4.365000 0.665449
-4.360000 0.665405
-4.355000 0.665404
-4.350000 0.665410
-4.345000 0.665368
-4.340000 0.665365
-4.335000 0.665350
-4.330000 0.665338
-4.325000 0.665308
-4.320000 0.665277
-4.315000 0.665255
-4.310000 0.665233
-4.305000 0.665202
-4.300000 0.665144
-4.295000 0.665175
-4.290000 0.665133
-4.285000 0.665136
-4.280000 0.665155
-4.275000 0.665102
-4.270000 0.664992
-4.265000 0.665033
-4.260000 0.665000
-4.255000 0.664940
-4.250000 0.664924
-4.245000 0.664867
-4.240000 0.664801
-4.235000 0.664751
-4.230000 0.664788
-4.225000 0.664729
-4.220000 0.664693
-4.215000 0.664546
-4.210000 0.664629
-4.205000 0.664580
-4.200000 0.664500
-4.195000 0.664421
-4.190000 0.664434
-4.185000 0.664379
-4.180000 0.664400
-4.175000 0.664277
-4.170000 0.664229
-4.165000 0.664085
-4.160000 0.664205
-4.155000 0.663960
-4.150000 0.663969
-4.145000 0.663857
-4.140000 0.663766
-4.135000 0.663772
-4.130000 0.663796
-4.125000 0.663751
-4.120000 0.663582
-4.115000 0.663525
-4.110000 0.663500
-4.105000 0.663457
-4.100000 0.663181
-4.095000 0.663242
-4.090000 0.662972
-4.085000 0.662789
-4.080000 0.662854
-4.075000 0.662312
-4.070000 0.662447
-4.065000 0.662542
-4.060000 0.662164
-4.055000 0.662519
-4.050000 0.661806
-4.045000 0.661865
-4.040000 0.661432
-4.035000 0.661618
-4.030000 0.661154
-4.025000 0.661027
-4.020000 0.660330
-4.015000 0.660732
-4.010000 0.659740
-4.005000 0.660046
-4.000000 0.660020
